Title,Company,City,State,Description
"Scientific Consultant/Field Application Scientist, Genedata Profiler, USA-Boston",Genedata,Lexington, Massachusetts,"The PositionGenedata is seeking a Scientific Consultant / Field Application Scientist to fill an opening in our growing Genedata Profiler® (Precision Medicine) team.You will be a scientific and technical consultant for our customers and use your scientific and technical knowledge to solve real-world scientific problems in precision medicine. This position is especially well-suited for you if you have a scientific/technical background, enjoy variety in your daily work, and want to expand your skill set (scientific, technical, and soft skills).This full-time position is based in Lexington, MA and requires regular travel within US (about twice per month), and occasional travel to Europe. Your AccountabilitiesAct as an expert in scientific and IT matters related to translational and clinical data analysis in general and the use of our Genedata Profiler software in particular;Collaborate with our Business Account Managers in establishing and communicating the value of Genedata Profiler to prospects and customers;Act as scientific consultant for data science projects;Ensure results delivery at the level of excellence that our customers know us for, including project set up and planning to achieve the customer’s goals, specifying, coordinating and executing the implementation work; and guaranteeing adherence to scope, budget and timelines;Establish relationships based on trust with our customers by being their first point of contact and a partner on scientific and technical matters, including user trainings and product support;Channel the insights gathered through your customer interactions back to our Development and Product Management team.The Successful Candidate Has:Scientific background (Ph.D. level preferred) in statistical genetics, bioinformatics, biostatistics, computational biology, machine learning, data science or related field;3+ years’ experience in translational / clinical research with exploratory clinical trial data, biomarker research, patient stratification & companion diagnostics approaches within a contract research organization, clinic or pharmaceutical company;Expertise in human genetics or molecular epidemiology, with a strong grasp of genomic approaches, technologies, and analytics;Profound understanding of biostatistics is essential; experience with methods of causal interference is desirable;Expert knowledge of statistical programming in R is required, as well as working experience with SAS and scripting languages (Python or similar);Project management experience, demonstrated ability to interact with customers at all levels within an organization and excellent communication skills;Experience with pharmaceutical research and the drug discovery process.What You Can Expect From Us:Genedata’s success in providing computational solutions for bio-pharmaceutical R&D depends on its people from all over the world: innovative data scientists, talented soft-ware engineers, strategic marketing thinkers, communicative business developers plus any others with unique skills that make a difference in a highly innovative environment.Genedata offers an attractive Total Reward Package that comprises a competitive salary and attractive benefits in return for your contribution to our success.If you would like the next step in your career to be supporting the frontier of science and technology with cutting-edge software, Genedata has just the right opportunity for you!Our collective expertise in research informatics, combined with our open and scalable computational solutions, makes us the leading software provider in discovery informatics for biotech, pharmaceuticals, and related life sciences.What Is Next:If you are interested in this position, please submit us your CV and motivation letter.Genedata only accepts CVs and resumes directly from candidates. Personnel recruitment agencies need not respond.Genedata is an Equal Opportunity Employer."
CRM Data Analyst,Reebok,Boston,Massachusetts,"This role provides direct analytics support to the Consumer Relationship Management (CRM) team at Reebok to foster data-driven decision making. This role delivers critical reporting on all CRM initiatives and delivers insights from consumer behavior analysis.Key ResponsibilitiesAnalyze consumer lifecycle, life time value and create recommendations for marketing and CRM teamsPartner with CRM team to develop and advise on KPIs for performance measurement of initiatives; design, specify and produce reports and dashboards to trackConstantly review our consumer KPI framework and recommend improvementsAdvise on statistical test design to maximize likelihood of significance and validity of resultsPrepare and conduct trainings for other teams to drive self-service mentality for recurring analytics tasksDevelop and present new insights and recommendations to enhance existing CRM initiativesIndependently manage and prioritize ad-hoc requests on an ongoing basisMaintain a direct relationship with the Data Science team to stay up to date on consumer models; educate CRM team on new or updated capabilities with recommendations for use casesKey Relationships:Reebok Global Digital Consumer ExperienceGlobal AnalyticsKnowledge Skills and Abilities:Required: SQL, Excel & VBA, Power QueryPreferred: R or Python Statistical PackagesStrong communications skills, with ability to explain complex data concepts to non-technical audiencesExcellent organizational skills – must be able to independently balance projects with prioritization support from line managerEnglish fluency (spoken and written)Requisite Education and Experience / Minimum Qualifications:Minimum 2-3 years’ experience in an analytic role, preference given to experience in a global brand or in CRM specificallyStrong grasp on measurement of consumer loyalty and lifecycle as relates to purchasing, engagement, and retentionExtremely strong technical foundation, with the ability to interpret and develop scripts to extract and transform data as well as analyze and develop insightsExcellent ability to visualize and present data in a way that is easy to interpret and actionableStrong statistical and mathematical background, significance testing and sample analysisMachine Learning algorithms knowledge a plus"
Managing Consultant - Data Science,BlueOptima,Phoenix, Arizona,"Who are we?BlueOptima is a company built on transparency, collaboration and accountability. We provide organisations with an objective, data driven insight into developer efficiency and how we operate internally is a direct reflection of this.We are a Unit made up of tenacious, ambitious and hungry individuals, who strive to constantly improve and pull together to achieve our ambitious goals. Our company values and genuine family-feel working relationships lead to a working culture of collaboration, learning, autonomy and high performance.Our ProductBlueOptima provides industry-leading objective metrics in software development using our proprietary Coding Effort Analytics; enabling Fortune 500 organisations to deliver better software, faster and at a lower cost. Our technology is deployed by global enterprises to drive value from their software development activities, where we are working with C-Level Executives of 12 of the Fortune 50 Companies, 4 of the top 10 largest banks by Market Capital and 6 of the S&P 50 Companies (by revenue).Founded in 2006, BlueOptima is a profitable, high-growth independent software company with six global locations: HQ in London and 5 additional offices in India, Mexico and the US.Job SummaryWe are looking for a Managing Data Science Consultant based in Phoenix, Arizona to lead and develop our Americas Data Science team. The successful candidate will be passionate and driven with expertise in all aspects of data science, including data mining, integration and visualization along with senior technical consulting experience. The individual will work with key clients providing expert consultancy and build senior relationships to help drive the value of engagements and successfully position the Data Science team, along with responsibility for all projects.Key ResponsibilitiesIdentify and close opportunities for BlueOptima’s Data Science services across new and existing clients. Expertly position the value with senior client stakeholders.Manage, grow and develop a team of Data Analytics Consultants, providing expert leadership and support. Set structured OKRs and individual development plans.Achieve key department KPIs, including; team utilization, revenue recognition and client feedback.Work closely with Sales and Customer Success management and provide training on the services the Data Science department provides.Critical stakeholder in developing and maturing the Data Science strategy.Senior liaison between client technical team and BlueOptima development team, supporting team members in key decisions and interactions.Provide expert consultancy, project management and value delivery on client engagements.Translate client problems into innovative analytical solutions based on BlueOptima Coding Effort data.Key Skills & ExperienceDegree in a technology related discipline with demonstrable technical experience.3+ years experience leading and growing consultancy teams, preferably in a data analytics capacity.Experience leading and growing consultancy teams, preferably in a data analytics capacity.Strong communication and presentation skills with experience in senior executive engagements. Ability to explain core data science principles in easily understood terms.Experience in managing customer facing projects and deliverables in a high pressure environment. Ability to manage client expectations and manage escalations.Strong understanding of the SDLC and statistical analysis.Experience with Data Analysis & Data Visualisation tools (i.e Tableau, Qlikview, SAS BI).Python/R or similar programming experience. SQL and database administration experience.Why work for us?SaaS product with a strong value proposition, even through COVID-19Profitable growth at 100% YoY - revenue and company headcountInclusive and collaborative working cultureOrganic company headcount growth, resulting in advances in managementAnnual company meet-upsAutonomy and fully accountable for your own successesPart of a tight knit company, where your efforts have a significant contribution, and are recognised and rewardedA Company With a Bright FutureAfter many years of research and development into BlueOptima’s technology, extending in advance of the company’s incorporation in 2007, the strong offering is driving healthy sales, which we expect to continue to grow rapidly. This will be coupled with an influx of further salespeople, which will present the opportunity for promotion.If you are interested in joining our fast-moving, close-knit and focused team, please apply!"
Data Scientist III,On Time Talent Solutions,Bismarck, North Dakota,"is looking for an experienced Data Scientist to join our new predictive analysis team. This client is looking to develop new algorithms to address complicated business problems, such as risk prediction and stratification, provider benchmarking, program evaluations and ROI analysis.Data Scientist III – RequirementsBachelor of Science in Mathematics/Data/Computer Science/etc.Thorough knowledge of statistical software, such as SAS/R/PythonWorking knowledge of provider analytics, SQL and of data visualization tools, such as TableauExperience working on Artificial Intelligence projectsThorough knowledge of program outcomes evaluation metrics, such as National Committee for Quality Assurance (NCQA), Utilization Review Accreditation Commission (URAC), Agency for Healthcare Research and Quality (AHRQ), and/or LeapfrogStrong understanding of health plan and delivery system operations, healthcare informatics, and healthcare benefits and terminologyThorough knowledge of descriptive statistical techniques and terminologyAbility to work collaboratively with individuals at all levels in a matrix organization while supporting multiple customers and to lead project work teams and coach and mentor project team members"
Data Engineer,Keylent Inc,Richmond, Virginia,"Position Data EngineerLocation Richmond, VAChicago, IL Duration 7+MonthsRequired TechnologiesYears of Experience Required 5+Strong Programming experience with object-orientedobject function scripting languages Python. Experience with big data tools Hadoop, Apache Spark etc. Experience with AWS cloud services S3, EC2, EMR, RDS, Redshift Experience with stream-processing systems Storm, Spark-Streaming, etc. (Nice to have) Experience with relational SQL, Snowflake and NoSQL databasesJob Description Detailed overview of functional and technical role expectationsCandidate with 5+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. They should also have working experience using the following softwaretools 3+ years of experience (Mid-level) Strong Programming experience with object-orientedobject function scripting languages Python 3+ years of experience (Mid-level) Experience with big data tools Hadoop, Apache Spark, Kafka, etc 1+ years of experience Experience with AWS cloud services S3, EC2, EMR, RDS, Redshift. Experience with stream-processing systems Storm, Spark-Streaming, etc. (Nice to have). 1+ Years of experience Experience with relational SQL, Snowflake and NoSQL databases, including Postgres and Cassandra.Responsibilities for Data EngineerCreate and maintain optimal data pipeline architecture, Assemble large, complex data sets that meet functional non-functional business requirements. Identify, design, and implement internal process improvements automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability etc. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS 'Big data' technologies. Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics. Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs. Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.Preferred SkillsPython, Hadoop, Apache Spark, AWS, SnowflakeSQL knowledge.Warm Regards Sharon Rose Phone 302-966-9443E Mail sharonkeylent.com"
Junior Optimization Consultant - Life Sciences,N-SIDE,Cambridge, Massachusetts,"At N-SIDE, we turn the most complex challenges into opportunities. We are an international and dynamic team of passionate and innovative mathematicians, software engineers and business experts. Our integrated optimization solutions facilitate complex business decision-making processes using Optimization, Data Analytics, Machine Learning and other Data Science approaches.We are looking for a Junior Optimization Consultant to join our Pharma team in Cambridge, Massachusetts, USA. As Optimization consultant, you will optimize the management of clinical trials’ supply chain of different pharmaceutical companies. By using our unique Clinical Trial forecasting & risk management optimization software, you will support Clinical Trial managers to reduce their costs and better manage their risks with advanced forecasting, simulation & optimization technologies.What you’ll doInnovative optimization solutions:Optimization is both interesting and challenging. To bring value to our clients, we use the latest technologies in advanced business analytics: simulation & optimization techniques. You will learn to use our Clinical Trial forecasting & risk management optimization software to provide operational and strategic added value for our pharmaceutical partners. You will help them manage risk for patients and decrease cost of projects.Project management:Our projects typically involve many stakeholders from different responsibility levels and departments from production, supply chain, clinical team, process support, procurement, sales, etc. Working as part of a team with consultants from different backgrounds, you will be in charge of client projects dealing with drug planning, budget and quality.Client relationship:Building strong relationships with our clients is key. You will need to communicate clearly to describe our analytical approach to clients as well as to understand client needs. Defining requirements, gathering information and data, identifying key parameters, constraints and flexibilities for optimization, and explaining project outcomes will be a main part of project work. You will also be responsible to train client staff in applying the solutions as well as be part of the change management process at the client side as recommendations are implemented. Effective communication across different responsibility levels and departments is crucial to success. About youBachelor and/or master in any field related to and/or analyticsInterest in mathematical modelling and analytics;Prior experience in Clinical Trial Supplies and/or Supply Chain is a plus;Good project management skills with proactive and constructive approach;Business and customer oriented with strong communication skills;Analytical and problem-solving abilities;Team spirit, creativity, sense of initiative and responsibility;US Citizens or Permanent Residents only. Travel: ~ 20%Our offerYou will join an innovative, dynamic and multicultural company certified Great Place to Work 2020 and B Corporation, as well as, having an important and diverse role in our quickly expanding department. N-SIDE offers a great compensation package, which includes a competitive basic salary, a bonus scheme and a wide range of benefits.You will be part of a fun and flexible work environment in which creativity, freedom and initiative are rewarded. Mentoring, career development opportunities and performance bonuses are all part of keeping our team happy. At N-SIDE we value diversity. All candidates will be treated equally without regard to race, color, relegion, sex, age, sexual orientation, citizenship, disabiliy, gender identity, marital or family status, veteran status or any other legally protected basis, in accordance with applicable law. N-SIDE will not tolerate discrimination or harassment based on any of these characteristics. Motivated to join our team and participate to our growth?We are looking forward to receiving your CV and cover letter (with job title). Please apply via our contact form."
Data Scientist,Retail Options,Clearwater, Florida,"The (Lead) Data Scientist will establish our Data Science and Analytics team, providing technical data science expertise. They will help us discover the information hidden in our data, to make smarter decisions and deliver even better products and reporting. The primary focus will be in applying data mining techniques, statistical analysis, and building high quality prediction systems integrated with our products. They will always have a strong passion for producing new, creative and leading-edge analytics solutions.ResponsibilitiesTranslate analytical results into actionable business initiativesDevelop a deep understanding of the business, its data, and patternsExtract data from multiple sources to uncover opportunities or detect issuesResearch and develop learning models, perform statistical analysis and deliver data reviews and optimization to internal teams and executivesPartner with strategic business stakeholders to provide evidence-based guidanceContribute to data mining architecture, modeling standards and data analysis methodologiesDesign and implement accessible, high-impact visualizations that clearly communicate results, and patterns, promote accountability, generate actionable insights, and facilitate decision makingWork iteratively in collaboration with different teams to refine initial concepts and prototypes that can be presented to stakeholders for feedbackDrive data quality across product verticals and related business areasEnhance data collection procedures to include information that is relevant for building analytic systemsProcess, cleanse, and verify the integrity of data used for analysisDevelop and continuously improve processes, tools, and techniquesStay abreast of emerging tools and technologiesRequirementsBachelor's degree in Computer Science, Mathematics, Statistics, Engineering, or a related fieldA minimum of 5 years’ experience with Data Science, Predictive Analytics, or Machine LearningAble to lead data science projects that drive material business valueProven record of successful statistical product deliveryUnderstanding of advanced modeling techniquesUnderstanding of data products, from design up to their deploymentExtensive experience solving analytical problems using quantitative approachesSkillsAnalytical and detail orientedStatistical Programming Language, Database Querying (i.e. SQL), Machine Learning, Basic Multivariable Calculus or Linear Algebra, Data Wrangling, Data Visualization & CommunicationFlexibility with changeStrong time management and problem-solving skillsExcellent English written and verbal communication skills; expert listenerAbility to multi-task and work in a fast-paced, growing environment"
Data Science Director,Grupo WTW,Fort Lee, New Jersey,"DescriptionSummaryWe’re looking for a director to drive our data science and analytics group forward! You’ll be joining a group of curious, smart, technically minded yet business savvy data scientists looking to make a difference to the company by designing and building out our data decisioning capabilities from the ground up!The Director of Data Science is passionate about using data and insights to drive business strategy and develop data products. A successful candidate will manage more junior data scientists and help build out the team further. They would also work to identify and prioritize initiatives to deliver value to our internal stakeholders. The ideal candidate would have experience managing a data science team, managing stakeholders, and working cross functionally. This person would have real world experience “in the data trenches” as a data scientist. We expect this person to have a passion for leading a team, strong analytical skills, and a strong desire to make an impact in our growing data science practice!What You’ll DoBecome the domain expert of 1-2 areas of the Tranzact business (i.e. retention, call center effectiveness, etc.) and contribute to the advancement of that area through thought leadershipFind new and improved ways for us to use data in our products, operations, and business strategiesMentor, develop, and motivate more junior data scientists and analystsFacilitate data-driven decision making and prioritize initiativesDevelop strong cross functional partnerships with business and technology stakeholdersLead new projects and initiatives starting from understanding business needs to execution and presenting to and influencing stakeholders.Act as a subject matter expert with all things dataWork to build out the data science team as we growWhat We DoWe achieve competitive advantage through data-driven marketing and full management of the customer experience. We’re constantly refining our technology and our strategies, that’s why we’re the industry leader in delivering the best results to the top insurance brands in America.That’s not just lip service either, we’re consistently awarded partner of the year from brands like AFLAC, Humana, and more. Our work has also been featured on The Dr. Oz Show, Forbes, and Vox -- to name a few.We want people who fit within our Be Real culture. We want a diversity of programmers and writers and designers and data scientists and strategists and more. We’re made up of introverts and extroverts, suits and rebels, corporate types and anti-corporate types. We’re an environment where every person feels their full potential is only limited by their ability to conceive of it and make it happen. Our company grew from entrepreneurial roots but has big company resources to get amazing things done.QualificationWhat We’re Looking ForBA/BS in a quantitative field (Computer Science, Engineering, Mathematics, Statistics, etc.)7+ years of experience in a data science ideally related to marketing, business operations, or customer retentionExperience managing and mentoring data scientistsExperience conducting analyses to drive business impactAbility to communicate findings clearly and deep understanding of your current businessProficiency with Python, SQL, Excel, and data visualization tools (Tableau, Power BI, etc.)Ability to manage multiple projects and deadlinesExperience communicating strategy and results to different audiencesAbility to work cross functionally and influence othersA lifelong learner that is excited to learn new data science technologies and apply those to technologies to our businessAbility to be objective and follow the facts, cut through noise and create a story with data.Thrives in a fast-paced environment that is constantly changingWhat’s In It For YouMedical, dental, vision, paid time off/holidays, 401(k), and bonus opportunityFrequent office events and outingsEmployee development programs, conference and training reimbursementWork remote flexibilityJoining a growing and exciting team making a big impact on the business!EOE, including disability/vets"
Data Scientist,Visionary Integration Professionals (VIP),Washington, District of Columbia,"Meridian Knowledge Solutions, LLC, is the leading provider of enterprise, web-based learning management software. Meridian’s powerful yet easy-to-use solutions are leveraged by organizations dedicated to building world-class learning enterprises inspired and focused on delivering exceptional results. Meridian’s software is being used by some of the world’s largest, most successful organizations, including Fortune 500 companies and government agencies. The company is headquartered in Reston, VA. For additional information about Meridian Knowledge Solutions, visit www.meridianks.com.Meridian is seeking a Data Scientist to work onsite in Washington DC.The Data Scientist will work with the International Finance Corporations IT Group to implement the new Machine Learning platform.ResponsibilitiesOn-site expert level Data Scientist, with expert level Machine Learning experience on cloud, preferably experience with Cloud.Build Data Science Platform to enable Machine LearningImplementation of the Machine Learning Project for IFC s Environmental, Social and Governance (ESG) function.Implementation will occur with defined agile teams following a Scrum approach, with time-boxed sprints of 2 weeks each, during which design, build/configuration, and testing will occur. Ceremonies of Sprint Planning, Daily Scrum, Sprint Review, Sprint Retrospective, and Backlog refinements will be facilitated by a Scrum MasterAll resources will report to the Client Project Manager and Meridian Program ManagerRequirementsFederal government TS/SCI with active Poly and/or willingness to get full scope polyPrior experience of working with large scale enterprise project.Strong analytical and problem-solving skillsetStrong interpersonal skillsDemonstrate ability to work effectively across IT functions and business linesExcellent verbal and written communication skills and a proven ability to interact professionally with a diverse groupHigh level of initiative with a proven ability to work independentlyAcquaintance in full DevOps and CI/CD concepts.Prior experience in working with Agile projects, ability to adapt to the change and work in fast moving project.Familiarity with relational databases, and performing complex queriesProficiency in systems and data analysis and modeling in Computer Science, Engineering or Management Information Systems or other related fieldsThis job operates in an office setting which incurs moderate noise consistent with a business office. This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines. This is a largely sedentary role; however, some physical attributes are required, for instance, manual dexterity/typing, read, count and write to accurately complete all documentation, the ability to lift up to 25 lbs. as well as, ability to climb or balance, stoop, kneel, crouch or crawl.Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required for this job. Duties, responsibilities and activities may change at any time with or without notice.By submitting your Profile on LinkedIn for this job you are indicating your interest to work at Visionary Integration Professionals® (VIP); you are not submitting an application for employment. Your information will be sent to our recruitment team for review. A formal application is required to be considered for employment."
Senior Data Scientist,X4 Group Ltd,New York City,New York,"An established and well funded start-up based in NYC is looking for a Senior Data Scientist to join their team on a permanent basis. The company has launched a number of products based on cutting edge machine learning algorithms to digest data from a variety of sources and rapidly provide insights to decision makers across a variety of industries.As a Senior Data Scientist you will be joining an established team of excellent data scientists and engineers, researching and developing machine learning models to extract knowledge from vast unstructured data sets .Essential RequirementsMSc or PhD in Computer Science, Mathematics or similar quantitative field3+ years' industry experience as a Data/Research ScientistExperience with knowledge graphs, graph theory or network theoryStrong NLP/Computational Linguistics knowledgeMachine learning & deep learning industry experiencePython programming expertiseExperience in equity investment research would also be beneficial.Unfortunately sponsorship cannot be offered for the positon, therefore candidates must be US citizens or green card holders to be eligible.The company is offering a very competitive package consisting of base salary, bonus and equity. They are looking to get someone started ASAP with remote interviews happening at the moment."
Senior Data Science Engineer (Remote),Sohum Inc,San Francisco, California,"We are actively seeking Senior Data Science Engineer for our client in Bay Area, CA. Remote work.This is a full time position with excellent benefits and work life balance.Description:Looking for someone with good experience in machine learning algorithms, statistical algorithms.Experience with Python development and deploying in Spark is also required.Specific duties include: Design and implement machine algorithms, and develop software applications to identify hidden patterns, outliers, and correlated events which help determine insider threat, fraud and risk. Design, build and maintain a big data platform using open source technologies such as Hadoop, Spark and ElasticSearch. Translate business requirements into data models, algorithms, and processes in order to produce results from customer data sets. Apply advanced data mining and machine learning techniques to specific domain problems for our next generation solution.Please send us your resume to :Vandana PatilSohum Inc.vpatil@sohum.biz"
Data Engineer,CMSPI,Atlanta, Georgia,"CMSPI is growing to become the payments consultancy of choice for international merchants and we are looking for the very best people to join us on this exciting journey. We have made tremendous steps towards recognising the power of data across our company. As an organization our key differentiator is our independent analytics that we use to help our clients transform the payments experience of their customers. We know our greatest asset is our data, but there is so much more we could be doing! Which is where we are hoping you come in…We are looking for a talented Data Engineer who is passionate about data and insights, is a creative problem solver and wants to lead from the front in aligning our data systems with business goals. You will be based out of our office in Downtown, Atlanta, GA and work closely with our growing data team based in our headquarters in Manchester, U.K.What we’re looking for:REQUIRED:Educated to degree level with a minimum 3.3 GPA in Computer Science, IT, Mathematics, or relevant analytical field.3+ years previous experience as a Data EngineerKnowledge of programming languages; Spark, Python, Scala and experienced SQL skillsExperience building and optimizing, including ETL processes and tools, for data pipelines, architectures, and data sets.Experience with Azure Data factory and DatabricksExcellent numerical and analytical skillsDESIRED:Engineering big data for machine learningMaster’s degree in computer science, IT, Mathematics, or relevant analytical fieldData engineering certification (e.g. IBM certified Data Engineer or Azure Certified Big Data)The successful candidate will have the opportunity to build products that are revolutionary, using the data we have access to and instrumental in architecting the data models that fuel our products around cost, approvals, and fraud. As our next Data Engineer, you will be vital in expanding our relationship network to increase our data and ultimately engineer and sustain the future of our long-term business.As our next Data Engineer you will take ownership of the following: Collaborate with data scientists on several projects and product managers across the business to deliver data-driven solutionsAnalyze and organize raw data and use various methods to transform raw data into useful data systemsBuilding of ETL pipelinesConduct complex data analysis and be able to explain complex technical concepts to managementPrepare data for prescriptive and predictive modelsBuild algorithms and prototypesCombine raw information from different sources for example: FTP server, websites, API etc. Explore ways to enhance data quality and reliability and identify opportunities for data acquisitionDevelop analytical tools and programsBenefits of working at CMSPI:Competitive base salaryAnnual bonus opportunitiesContribution to private health careGenerous 401k schemeMonthly employee award programDiscretionary awarding of company share optionsOffice team activity at least once a month"
"Data Analytics Analyst, Risk Weighted Assets, AVP",Citi,Tampa, Florida,"This position will join the team responsible for managing of Risk Weighted Assets Reporting Processes within the Finance and Risk Shared Services (FRSS) US Regulatory Reporting.The candidate will work closely with the other team members to ensure the RWA results adhere to all controls and create required analytical support to key stakeholders in Capital Planning and Regulatory ReportingKey success factors will be this position’s ability to perform analytics on large datasets and ability to learn quickly the rules used the calculation in the RWA process for the Trading Book (Derivatives and Securities Financing Transactions (SFT)).The candidate must be able to summarize the finding and create commentary that can be consumed by seniors and others outside the RWA team.This position will report to the FRSS RWA Trading Book Lead.ResponsibilitiesUse data science, modeling, and analytics to identify data issues in production data.Use data science skills to help facilitate analytics and data quality identificationUse data science skills Identify and track Key Performance Indicators (KPIs) to measure a robust RWA generation process for Derivatives/OTCs and Securities Financing Transactions (SFTs)Support the analysis and submission of reports for Basel RWA Reporting based on US Regulatory requirementsPerform analysis on the RWA results and articulate the drivers of the results in a succinct manner.Work with large datasets to identify key drivers of movements and items that should be raised to better explain the RWA movement to external partnersLeverage modern data analytics languages (such as R and Python) to quickly and efficiently manipulate large datasets and better aid in analysisManage and deliver productivity goals including financial targets as applicable.Talent development through leadership best practices and effective communication.QualificationsThe ideal candidate will have 5+ year’s work experience in finance, accounting and / or risk. Experience managing large projects in complex operational environments. Solid team building and Leadership track record.BA in Business, Finance, Economics, Computer Science, Data Analytics, Math or related fieldKnowledge of and experience working with big data and large datasets will be very useful for this rolePossess quantitative analysis and data preparation and interpretation skillsExperience in Financial Services Industry and/or Financial Planning and Analysis is a plus but not necessaryExperience using coding skills, analytical tools, SQL, R, SAS or Python preferredAbility to consume data from various sources, aggregate and create a clear and concise storyKnowledge about RWA, SLR, and other regulatory indicators is a strong plusAbility to learn quickly and take initiative in self-developmentAdvanced Microsoft Excel skills and the ability to quickly develop advanced knowledge of MS Excel and Access (or other database front end query applications) required. Ability to manage multiple priorities and tasks, work well as part of a team, and exhibit strong people and influencing skillsSelf-motivated with ability to make decisions and maintain a controlled environment.Willingness to work flexible hours or on an Alternative Work Space (AWS) environment.Ability to multi-task, be proactive and goal-oriented.Strong attention to detail, ability to produce a polished, high quality, accurate product; tireless work ethic with ability to work well under pressureAbility to manage multiple priorities and tasks, escalate or voice concerns or questions and exhibit strong people skillsGrade :All Job LevelAll Job FunctionsAll Job LevelAll Job FunctionsUSTime TypeCiti is an equal opportunity and affirmative action employer.Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunityCLICK HERE .To view the ""EEO is the Law"" posterCLICK HERETo view the EEO is the Law SupplementCLICK HERETo view the EEO Policy StatementCLICK HERETo view the Pay Transparency PostingCLICK HERE ."
Data Scientist Lead,LAAgencia,San Francisco, California,"We are looking for a Data Scientist Lead with Personalization and recommendation experience to lead a team of 6 Data Scientists,ResponsibilitiesWork with large amounts of data to glean insights that would help improve the experience that we provide to its playersApply predictive modeling and Data Mining techniques for a variety of user modeling tasks within our appWork closely with engineering to design, test, verify and implement machine learning models with our app that impact the daily life of millions of usersDesign and evaluate novel scalable approaches to experiments for usageReal-time in-app content personalizationRequired Skills And ExperienceBS in Computer Science, Math, Statistics, Economics, or another quantitative fieldMasters or Ph.D. strongly preferred5+ years of work experience in data science, machine learning or analytics rolesProven experience with some or all of the following: machine learning, data mining, predictive modeling, statistics, experimental design, computational analytics, econometric modeling, data visualizationFluent in SQLFluent in R and/or Python; Strong experience with programmingExperience in applying machine learning on large datasets, preferably in a Hadoop or Spark environmentDemonstrated ability to work independently to get an idea from inception to implementation, including knowledge of techniques for validation and testingStrong written and oral communication skillsCapability to work effectively in a fast-paced environment with changing prioritiesAbility to collaborate effectively with engineers, product managers, analysts, business, and marketing functions to deliver unambiguous business impactExcellent client management skillsPowered by JazzHR"
Data Scientist,VBeyond Corporation,Dallas, Texas,"Role: Data scientistLocation: Dallas, TXDuration : Long termTelecom experience is well & good but not mandatoryRequired Minimum Qualifications: (Education, Technical Skills/Knowledge)Bachelor s degree or equivalent experience required, candidates with Bachelor's degree in economics, statistics, engineering or computer science from a reputable institution will be a plus.At least 2 years of experience in IT as Data scientistExperience in data science fieldProven experience with advanced analytic methods, from mathematics, statistical modeling to machine learning methodsAbility to absorb broad ideas and break down into meaningful minimum value product deliveriesCoding: Python, RFamiliar with database technologies and query languagesGood understanding of Mobile and Wireless Data Network architecture"
